"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","ROADACCID","DEATH","1000000HAB","A","2013",82.8,"P"
"GBR","ROADACCID","DEATH","1000000HAB","A","1970",139.7,
"GBR","ROADACCID","DEATH","1000000HAB","A","1971",143.4,
"GBR","ROADACCID","DEATH","1000000HAB","A","1972",145.4,
"GBR","ROADACCID","DEATH","1000000HAB","A","1973",138,
"GBR","ROADACCID","DEATH","1000000HAB","A","1974",128.2,
"GBR","ROADACCID","DEATH","1000000HAB","A","1975",118.8,
"GBR","ROADACCID","DEATH","1000000HAB","A","1976",122.1,
"GBR","ROADACCID","DEATH","1000000HAB","A","1977",123.8,
"GBR","ROADACCID","DEATH","1000000HAB","A","1978",126.5,
"GBR","ROADACCID","DEATH","1000000HAB","A","1979",118,
"GBR","ROADACCID","DEATH","1000000HAB","A","1980",110.8,
"GBR","ROADACCID","DEATH","1000000HAB","A","1981",107.8,
"GBR","ROADACCID","DEATH","1000000HAB","A","1982",109.2,
"GBR","ROADACCID","DEATH","1000000HAB","A","1983",99.6,
"GBR","ROADACCID","DEATH","1000000HAB","A","1984",102.6,
"GBR","ROADACCID","DEATH","1000000HAB","A","1985",94.5,
"GBR","ROADACCID","DEATH","1000000HAB","A","1986",99.2,
"GBR","ROADACCID","DEATH","1000000HAB","A","1987",94.1,
"GBR","ROADACCID","DEATH","1000000HAB","A","1988",91.9,
"GBR","ROADACCID","DEATH","1000000HAB","A","1989",97.3,
"GBR","ROADACCID","DEATH","1000000HAB","A","1990",94.4,
"GBR","ROADACCID","DEATH","1000000HAB","A","1991",82.9,
"GBR","ROADACCID","DEATH","1000000HAB","A","1992",76.1,
"GBR","ROADACCID","DEATH","1000000HAB","A","1993",68.6,
"GBR","ROADACCID","DEATH","1000000HAB","A","1994",65.8,
"GBR","ROADACCID","DEATH","1000000HAB","A","1995",64.9,
"GBR","ROADACCID","DEATH","1000000HAB","A","1996",64.3,
"GBR","ROADACCID","DEATH","1000000HAB","A","1997",64.2,
"GBR","ROADACCID","DEATH","1000000HAB","A","1998",61.2,
"GBR","ROADACCID","DEATH","1000000HAB","A","1999",60.7,
"GBR","ROADACCID","DEATH","1000000HAB","A","2000",60.8,
"GBR","ROADACCID","DEATH","1000000HAB","A","2001",60.9,
"GBR","ROADACCID","DEATH","1000000HAB","A","2002",60.3,
"GBR","ROADACCID","DEATH","1000000HAB","A","2003",61.3,
"GBR","ROADACCID","DEATH","1000000HAB","A","2004",56.1,
"GBR","ROADACCID","DEATH","1000000HAB","A","2005",55.2,
"GBR","ROADACCID","DEATH","1000000HAB","A","2006",54.2,
"GBR","ROADACCID","DEATH","1000000HAB","A","2007",49.9,
"GBR","ROADACCID","DEATH","1000000HAB","A","2008",42.8,
"GBR","ROADACCID","DEATH","1000000HAB","A","2009",37.5,
"GBR","ROADACCID","DEATH","1000000HAB","A","2010",30.4,
"GBR","ROADACCID","DEATH","1000000HAB","A","2011",31,
"GBR","ROADACCID","DEATH","1000000HAB","A","2012",28.3,
"GBR","ROADACCID","DEATH","1000000HAB","A","2013",27.6,
"GBR","ROADACCID","DEATH","1000000HAB","A","2014",28.7,
"LTU","ROADACCID","DEATH","1000000HAB","A","1970",212.6,
"LTU","ROADACCID","DEATH","1000000HAB","A","1971",240,
"LTU","ROADACCID","DEATH","1000000HAB","A","1972",230.3,
"LTU","ROADACCID","DEATH","1000000HAB","A","1973",211.9,
"LTU","ROADACCID","DEATH","1000000HAB","A","1974",238.6,
"LTU","ROADACCID","DEATH","1000000HAB","A","1975",272.4,
"LTU","ROADACCID","DEATH","1000000HAB","A","1976",249.7,
"LTU","ROADACCID","DEATH","1000000HAB","A","1977",235.2,
"LTU","ROADACCID","DEATH","1000000HAB","A","1978",237.5,
"LTU","ROADACCID","DEATH","1000000HAB","A","1979",234.6,
"LTU","ROADACCID","DEATH","1000000HAB","A","1980",227,
"LTU","ROADACCID","DEATH","1000000HAB","A","1981",214.9,
"LTU","ROADACCID","DEATH","1000000HAB","A","1982",234.9,
"LTU","ROADACCID","DEATH","1000000HAB","A","1983",223.5,
"LTU","ROADACCID","DEATH","1000000HAB","A","1984",201.4,
"LTU","ROADACCID","DEATH","1000000HAB","A","1985",182.1,"B"
"LTU","ROADACCID","DEATH","1000000HAB","A","1986",171.6,
"LTU","ROADACCID","DEATH","1000000HAB","A","1987",171.7,
"LTU","ROADACCID","DEATH","1000000HAB","A","1988",209,
"LTU","ROADACCID","DEATH","1000000HAB","A","1989",255.7,
"LTU","ROADACCID","DEATH","1000000HAB","A","1990",252.3,
"LTU","ROADACCID","DEATH","1000000HAB","A","1991",295.5,
"LTU","ROADACCID","DEATH","1000000HAB","A","1992",211.1,
"LTU","ROADACCID","DEATH","1000000HAB","A","1993",242.9,
"LTU","ROADACCID","DEATH","1000000HAB","A","1994",209.2,
"LTU","ROADACCID","DEATH","1000000HAB","A","1995",184.9,
"LTU","ROADACCID","DEATH","1000000HAB","A","1996",185.2,
"LTU","ROADACCID","DEATH","1000000HAB","A","1997",203.1,
"LTU","ROADACCID","DEATH","1000000HAB","A","1998",233.6,
"LTU","ROADACCID","DEATH","1000000HAB","A","1999",212.2,
"LTU","ROADACCID","DEATH","1000000HAB","A","2000",183.2,
"LTU","ROADACCID","DEATH","1000000HAB","A","2001",203.4,
"LTU","ROADACCID","DEATH","1000000HAB","A","2002",202.4,
"LTU","ROADACCID","DEATH","1000000HAB","A","2003",207.6,
"LTU","ROADACCID","DEATH","1000000HAB","A","2004",222.7,
"LTU","ROADACCID","DEATH","1000000HAB","A","2005",232.7,
"LTU","ROADACCID","DEATH","1000000HAB","A","2006",232.4,
"LTU","ROADACCID","DEATH","1000000HAB","A","2007",229,
"LTU","ROADACCID","DEATH","1000000HAB","A","2008",156,
"LTU","ROADACCID","DEATH","1000000HAB","A","2009",117,
"LTU","ROADACCID","DEATH","1000000HAB","A","2010",96.5,
"LTU","ROADACCID","DEATH","1000000HAB","A","2011",97.8,
"LTU","ROADACCID","DEATH","1000000HAB","A","2012",101.1,
"LTU","ROADACCID","DEATH","1000000HAB","A","2013",86.6,
"LTU","ROADACCID","DEATH","1000000HAB","A","2014",91.1,
"CHN","ROADACCID","DEATH","1000000HAB","A","2004",82.6,
"CHN","ROADACCID","DEATH","1000000HAB","A","2005",75.7,
"CHN","ROADACCID","DEATH","1000000HAB","A","2006",68.2,
"CHN","ROADACCID","DEATH","1000000HAB","A","2007",62,
"CHN","ROADACCID","DEATH","1000000HAB","A","2008",55.5,
"CHN","ROADACCID","DEATH","1000000HAB","A","2009",50.9,
"CHN","ROADACCID","DEATH","1000000HAB","A","2010",48.8,
"CHN","ROADACCID","DEATH","1000000HAB","A","2011",46.4,
"CHN","ROADACCID","DEATH","1000000HAB","A","2012",44.4,
"CHN","ROADACCID","DEATH","1000000HAB","A","2013",43,
"RUS","ROADACCID","DEATH","1000000HAB","A","1970",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1971",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1972",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1973",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1974",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1975",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1976",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1977",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1978",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1979",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1980",198.4,
"RUS","ROADACCID","DEATH","1000000HAB","A","1981",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1982",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1983",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1984",,"L"
"RUS","ROADACCID","DEATH","1000000HAB","A","1985",158,
"RUS","ROADACCID","DEATH","1000000HAB","A","1986",142.8,
"RUS","ROADACCID","DEATH","1000000HAB","A","1987",145.9,
"RUS","ROADACCID","DEATH","1000000HAB","A","1988",176.9,
"RUS","ROADACCID","DEATH","1000000HAB","A","1989",222,
"RUS","ROADACCID","DEATH","1000000HAB","A","1990",238.7,
"RUS","ROADACCID","DEATH","1000000HAB","A","1991",252.5,
"RUS","ROADACCID","DEATH","1000000HAB","A","1992",245.1,
"RUS","ROADACCID","DEATH","1000000HAB","A","1993",249.4,
"RUS","ROADACCID","DEATH","1000000HAB","A","1994",240,
"RUS","ROADACCID","DEATH","1000000HAB","A","1995",221,
"RUS","ROADACCID","DEATH","1000000HAB","A","1996",198.9,
"RUS","ROADACCID","DEATH","1000000HAB","A","1997",187,
"RUS","ROADACCID","DEATH","1000000HAB","A","1998",196.5,
"RUS","ROADACCID","DEATH","1000000HAB","A","1999",201.9,
"RUS","ROADACCID","DEATH","1000000HAB","A","2000",201.9,
"RUS","ROADACCID","DEATH","1000000HAB","A","2001",211.8,
"RUS","ROADACCID","DEATH","1000000HAB","A","2002",228.8,
"RUS","ROADACCID","DEATH","1000000HAB","A","2003",246.1,
"RUS","ROADACCID","DEATH","1000000HAB","A","2004",239.5,
"RUS","ROADACCID","DEATH","1000000HAB","A","2005",236.6,
"RUS","ROADACCID","DEATH","1000000HAB","A","2006",228.8,
"RUS","ROADACCID","DEATH","1000000HAB","A","2007",233.2,
"RUS","ROADACCID","DEATH","1000000HAB","A","2008",209.7,
"RUS","ROADACCID","DEATH","1000000HAB","A","2009",193.7,
"RUS","ROADACCID","DEATH","1000000HAB","A","2010",186,
"RUS","ROADACCID","DEATH","1000000HAB","A","2011",195.5,
"RUS","ROADACCID","DEATH","1000000HAB","A","2012",195.5,
"RUS","ROADACCID","DEATH","1000000HAB","A","2013",188.3,
"RUS","ROADACCID","DEATH","1000000HAB","A","2014",208.3,
"CHE","ROADACCID","DEATH","1000000HAB","A","1970",274.6,
"CHE","ROADACCID","DEATH","1000000HAB","A","1971",285,
"CHE","ROADACCID","DEATH","1000000HAB","A","1972",274.6,
"CHE","ROADACCID","DEATH","1000000HAB","A","1973",229.9,
"CHE","ROADACCID","DEATH","1000000HAB","A","1974",216.4,
"CHE","ROADACCID","DEATH","1000000HAB","A","1975",194.8,
"CHE","ROADACCID","DEATH","1000000HAB","A","1976",186.9,
"CHE","ROADACCID","DEATH","1000000HAB","A","1977",205.3,
"CHE","ROADACCID","DEATH","1000000HAB","A","1978",200.6,
"CHE","ROADACCID","DEATH","1000000HAB","A","1979",201.1,
"CHE","ROADACCID","DEATH","1000000HAB","A","1980",197.7,
"CHE","ROADACCID","DEATH","1000000HAB","A","1981",184.5,
"CHE","ROADACCID","DEATH","1000000HAB","A","1982",188,
"CHE","ROADACCID","DEATH","1000000HAB","A","1983",181.8,
"CHE","ROADACCID","DEATH","1000000HAB","A","1984",171.6,
"CHE","ROADACCID","DEATH","1000000HAB","A","1985",140.7,
"CHE","ROADACCID","DEATH","1000000HAB","A","1986",159.2,
"CHE","ROADACCID","DEATH","1000000HAB","A","1987",145.8,
"CHE","ROADACCID","DEATH","1000000HAB","A","1988",143.8,
"CHE","ROADACCID","DEATH","1000000HAB","A","1989",139.8,
"CHE","ROADACCID","DEATH","1000000HAB","A","1990",142.9,
"CHE","ROADACCID","DEATH","1000000HAB","A","1991",127.6,
"CHE","ROADACCID","DEATH","1000000HAB","A","1992",122.4,
"CHE","ROADACCID","DEATH","1000000HAB","A","1993",104.9,
"CHE","ROADACCID","DEATH","1000000HAB","A","1994",97.1,
"CHE","ROADACCID","DEATH","1000000HAB","A","1995",98.3,
"CHE","ROADACCID","DEATH","1000000HAB","A","1996",87.1,
"CHE","ROADACCID","DEATH","1000000HAB","A","1997",82.8,
"CHE","ROADACCID","DEATH","1000000HAB","A","1998",84,
"CHE","ROADACCID","DEATH","1000000HAB","A","1999",81.6,
"CHE","ROADACCID","DEATH","1000000HAB","A","2000",82.4,
"CHE","ROADACCID","DEATH","1000000HAB","A","2001",75.2,
"CHE","ROADACCID","DEATH","1000000HAB","A","2002",70.4,
"CHE","ROADACCID","DEATH","1000000HAB","A","2003",74.4,
"CHE","ROADACCID","DEATH","1000000HAB","A","2004",69,
"CHE","ROADACCID","DEATH","1000000HAB","A","2005",55,
"CHE","ROADACCID","DEATH","1000000HAB","A","2006",49.4,
"CHE","ROADACCID","DEATH","1000000HAB","A","2007",50.9,
"CHE","ROADACCID","DEATH","1000000HAB","A","2008",46.7,
"CHE","ROADACCID","DEATH","1000000HAB","A","2009",45.1,
"CHE","ROADACCID","DEATH","1000000HAB","A","2010",41.8,
"CHE","ROADACCID","DEATH","1000000HAB","A","2011",40.4,
"CHE","ROADACCID","DEATH","1000000HAB","A","2012",42.4,
"CHE","ROADACCID","DEATH","1000000HAB","A","2013",33.3,
"CHE","ROADACCID","DEATH","1000000HAB","A","2014",29.7,
"MEX","ROADACCID","DEATH","1000000HAB","A","1970",49,
"MEX","ROADACCID","DEATH","1000000HAB","A","1971",51.3,
"MEX","ROADACCID","DEATH","1000000HAB","A","1972",54.5,
"MEX","ROADACCID","DEATH","1000000HAB","A","1973",68.4,
"MEX","ROADACCID","DEATH","1000000HAB","A","1974",60.1,
"MEX","ROADACCID","DEATH","1000000HAB","A","1975",60.1,
"MEX","ROADACCID","DEATH","1000000HAB","A","1976",60,
"MEX","ROADACCID","DEATH","1000000HAB","A","1977",65.3,
"MEX","ROADACCID","DEATH","1000000HAB","A","1978",68,
"MEX","ROADACCID","DEATH","1000000HAB","A","1979",76.2,
"MEX","ROADACCID","DEATH","1000000HAB","A","1980",87.7,
"MEX","ROADACCID","DEATH","1000000HAB","A","1981",79.5,
"MEX","ROADACCID","DEATH","1000000HAB","A","1982",69.3,
"MEX","ROADACCID","DEATH","1000000HAB","A","1983",57.1,
"MEX","ROADACCID","DEATH","1000000HAB","A","1984",56.9,
"MEX","ROADACCID","DEATH","1000000HAB","A","1985",59.4,
"MEX","ROADACCID","DEATH","1000000HAB","A","1986",42.1,
"MEX","ROADACCID","DEATH","1000000HAB","A","1987",58,
"MEX","ROADACCID","DEATH","1000000HAB","A","1988",58.8,
"MEX","ROADACCID","DEATH","1000000HAB","A","1989",60.9,
"MEX","ROADACCID","DEATH","1000000HAB","A","1990",63.5,
"MEX","ROADACCID","DEATH","1000000HAB","A","1991",65.2,
"MEX","ROADACCID","DEATH","1000000HAB","A","1992",61.1,
"MEX","ROADACCID","DEATH","1000000HAB","A","1993",57.3,
"MEX","ROADACCID","DEATH","1000000HAB","A","1994",54.7,
"MEX","ROADACCID","DEATH","1000000HAB","A","1995",49,
"MEX","ROADACCID","DEATH","1000000HAB","A","1996",49.5,
"MEX","ROADACCID","DEATH","1000000HAB","A","1997",50.3,
"MEX","ROADACCID","DEATH","1000000HAB","A","1998",50.3,
"MEX","ROADACCID","DEATH","1000000HAB","A","1999",49.9,
"MEX","ROADACCID","DEATH","1000000HAB","A","2000",50.3,
"MEX","ROADACCID","DEATH","1000000HAB","A","2001",48.9,
"MEX","ROADACCID","DEATH","1000000HAB","A","2002",45.6,
"MEX","ROADACCID","DEATH","1000000HAB","A","2003",43,
"MEX","ROADACCID","DEATH","1000000HAB","A","2004",42.1,
"MEX","ROADACCID","DEATH","1000000HAB","A","2005",42.5,
"MEX","ROADACCID","DEATH","1000000HAB","A","2006",43.8,
"MEX","ROADACCID","DEATH","1000000HAB","A","2007",47.5,
"MEX","ROADACCID","DEATH","1000000HAB","A","2008",46.8,
"MEX","ROADACCID","DEATH","1000000HAB","A","2009",41.8,
"MEX","ROADACCID","DEATH","1000000HAB","A","2010",42.7,
"MEX","ROADACCID","DEATH","1000000HAB","A","2011",36.9,
"MEX","ROADACCID","DEATH","1000000HAB","A","2012",37.6,
"MEX","ROADACCID","DEATH","1000000HAB","A","2013",,"L"
"CAN","ROADACCID","DEATH","1000000HAB","A","1970",237,
"CAN","ROADACCID","DEATH","1000000HAB","A","1971",255.8,
"CAN","ROADACCID","DEATH","1000000HAB","A","1972",281,
"CAN","ROADACCID","DEATH","1000000HAB","A","1973",298.3,
"CAN","ROADACCID","DEATH","1000000HAB","A","1974",275.7,
"CAN","ROADACCID","DEATH","1000000HAB","A","1975",262,
"CAN","ROADACCID","DEATH","1000000HAB","A","1976",226.5,
"CAN","ROADACCID","DEATH","1000000HAB","A","1977",221.5,
"CAN","ROADACCID","DEATH","1000000HAB","A","1978",226.3,
"CAN","ROADACCID","DEATH","1000000HAB","A","1979",241.7,
"CAN","ROADACCID","DEATH","1000000HAB","A","1980",222.8,
"CAN","ROADACCID","DEATH","1000000HAB","A","1981",217.4,
"CAN","ROADACCID","DEATH","1000000HAB","A","1982",166.7,
"CAN","ROADACCID","DEATH","1000000HAB","A","1983",166.9,
"CAN","ROADACCID","DEATH","1000000HAB","A","1984",161.3,
"CAN","ROADACCID","DEATH","1000000HAB","A","1985",168.8,
"CAN","ROADACCID","DEATH","1000000HAB","A","1986",155.2,
"CAN","ROADACCID","DEATH","1000000HAB","A","1987",159.7,
"CAN","ROADACCID","DEATH","1000000HAB","A","1988",154.3,
"CAN","ROADACCID","DEATH","1000000HAB","A","1989",155.3,
"CAN","ROADACCID","DEATH","1000000HAB","A","1990",143.3,
"CAN","ROADACCID","DEATH","1000000HAB","A","1991",131.7,
"CAN","ROADACCID","DEATH","1000000HAB","A","1992",123.5,
"CAN","ROADACCID","DEATH","1000000HAB","A","1993",126.1,
"CAN","ROADACCID","DEATH","1000000HAB","A","1994",111,
"CAN","ROADACCID","DEATH","1000000HAB","A","1995",112.9,
"CAN","ROADACCID","DEATH","1000000HAB","A","1996",105.5,
"CAN","ROADACCID","DEATH","1000000HAB","A","1997",102.6,
"CAN","ROADACCID","DEATH","1000000HAB","A","1998",96.5,
"CAN","ROADACCID","DEATH","1000000HAB","A","1999",97.7,
"CAN","ROADACCID","DEATH","1000000HAB","A","2000",94.4,
"CAN","ROADACCID","DEATH","1000000HAB","A","2001",88.7,
"CAN","ROADACCID","DEATH","1000000HAB","A","2002",93.1,
"CAN","ROADACCID","DEATH","1000000HAB","A","2003",87.7,
"CAN","ROADACCID","DEATH","1000000HAB","A","2004",85.5,
"CAN","ROADACCID","DEATH","1000000HAB","A","2005",89.7,
"CAN","ROADACCID","DEATH","1000000HAB","A","2006",88.1,
"CAN","ROADACCID","DEATH","1000000HAB","A","2007",83.7,
"CAN","ROADACCID","DEATH","1000000HAB","A","2008",73.1,
"CAN","ROADACCID","DEATH","1000000HAB","A","2009",65.9,
"CAN","ROADACCID","DEATH","1000000HAB","A","2010",65.8,
"CAN","ROADACCID","DEATH","1000000HAB","A","2011",58.9,
"CAN","ROADACCID","DEATH","1000000HAB","A","2012",59.7,
"CAN","ROADACCID","DEATH","1000000HAB","A","2013",54.7,
"CAN","ROADACCID","DEATH","1000000HAB","A","2014",,"L"
"LVA","ROADACCID","DEATH","1000000HAB","A","1970",273.1,
"LVA","ROADACCID","DEATH","1000000HAB","A","1971",267,
"LVA","ROADACCID","DEATH","1000000HAB","A","1972",267.8,
"LVA","ROADACCID","DEATH","1000000HAB","A","1973",243.4,
"LVA","ROADACCID","DEATH","1000000HAB","A","1974",262.5,
"LVA","ROADACCID","DEATH","1000000HAB","A","1975",272.3,
"LVA","ROADACCID","DEATH","1000000HAB","A","1976",271.6,
"LVA","ROADACCID","DEATH","1000000HAB","A","1977",265.5,
"LVA","ROADACCID","DEATH","1000000HAB","A","1978",257.2,
"LVA","ROADACCID","DEATH","1000000HAB","A","1979",264.6,
"LVA","ROADACCID","DEATH","1000000HAB","A","1980",259.8,
"LVA","ROADACCID","DEATH","1000000HAB","A","1981",255.5,
"LVA","ROADACCID","DEATH","1000000HAB","A","1982",251.1,
"LVA","ROADACCID","DEATH","1000000HAB","A","1983",257.4,
"LVA","ROADACCID","DEATH","1000000HAB","A","1984",228.5,
"LVA","ROADACCID","DEATH","1000000HAB","A","1985",208.7,
"LVA","ROADACCID","DEATH","1000000HAB","A","1986",180.8,
"LVA","ROADACCID","DEATH","1000000HAB","A","1987",194.7,
"LVA","ROADACCID","DEATH","1000000HAB","A","1988",217.5,
"LVA","ROADACCID","DEATH","1000000HAB","A","1989",300.9,
"LVA","ROADACCID","DEATH","1000000HAB","A","1990",329.2,
"LVA","ROADACCID","DEATH","1000000HAB","A","1991",349,
"LVA","ROADACCID","DEATH","1000000HAB","A","1992",279.2,
"LVA","ROADACCID","DEATH","1000000HAB","A","1993",260.8,
"LVA","ROADACCID","DEATH","1000000HAB","A","1994",284.4,
"LVA","ROADACCID","DEATH","1000000HAB","A","1995",245.9,
"LVA","ROADACCID","DEATH","1000000HAB","A","1996",223.8,
"LVA","ROADACCID","DEATH","1000000HAB","A","1997",215.8,
"LVA","ROADACCID","DEATH","1000000HAB","A","1998",260.2,
"LVA","ROADACCID","DEATH","1000000HAB","A","1999",252.7,
"LVA","ROADACCID","DEATH","1000000HAB","A","2000",248.4,
"LVA","ROADACCID","DEATH","1000000HAB","A","2001",221.2,
"LVA","ROADACCID","DEATH","1000000HAB","A","2002",224.2,
"LVA","ROADACCID","DEATH","1000000HAB","A","2003",215.5,
"LVA","ROADACCID","DEATH","1000000HAB","A","2004",228,
"LVA","ROADACCID","DEATH","1000000HAB","A","2005",197.4,
"LVA","ROADACCID","DEATH","1000000HAB","A","2006",183.5,
"LVA","ROADACCID","DEATH","1000000HAB","A","2007",190.4,
"LVA","ROADACCID","DEATH","1000000HAB","A","2008",145.1,
"LVA","ROADACCID","DEATH","1000000HAB","A","2009",118.6,
"LVA","ROADACCID","DEATH","1000000HAB","A","2010",103.9,
"LVA","ROADACCID","DEATH","1000000HAB","A","2011",86.9,
"LVA","ROADACCID","DEATH","1000000HAB","A","2012",87,
"LVA","ROADACCID","DEATH","1000000HAB","A","2013",88.9,
"LVA","ROADACCID","DEATH","1000000HAB","A","2014",106.5,
"UKR","ROADACCID","DEATH","1000000HAB","A","1970",109.4,
"UKR","ROADACCID","DEATH","1000000HAB","A","1971",118.7,
"UKR","ROADACCID","DEATH","1000000HAB","A","1972",117,
"UKR","ROADACCID","DEATH","1000000HAB","A","1973",121.2,
"UKR","ROADACCID","DEATH","1000000HAB","A","1974",48.6,
"UKR","ROADACCID","DEATH","1000000HAB","A","1975",52.3,
"UKR","ROADACCID","DEATH","1000000HAB","A","1976",139.6,
"UKR","ROADACCID","DEATH","1000000HAB","A","1977",144.1,
"UKR","ROADACCID","DEATH","1000000HAB","A","1978",144.6,
"UKR","ROADACCID","DEATH","1000000HAB","A","1979",146.5,
"UKR","ROADACCID","DEATH","1000000HAB","A","1980",145.9,
"UKR","ROADACCID","DEATH","1000000HAB","A","1983",141.2,
"UKR","ROADACCID","DEATH","1000000HAB","A","1984",136,
"UKR","ROADACCID","DEATH","1000000HAB","A","1985",123,
"UKR","ROADACCID","DEATH","1000000HAB","A","1986",120.9,
"UKR","ROADACCID","DEATH","1000000HAB","A","1987",120.4,
"UKR","ROADACCID","DEATH","1000000HAB","A","1988",137.7,
"UKR","ROADACCID","DEATH","1000000HAB","A","1989",171.6,
"UKR","ROADACCID","DEATH","1000000HAB","A","1990",186.1,
"UKR","ROADACCID","DEATH","1000000HAB","A","1991",173.7,
"UKR","ROADACCID","DEATH","1000000HAB","A","1992",166.4,
"UKR","ROADACCID","DEATH","1000000HAB","A","1993",144.7,
"UKR","ROADACCID","DEATH","1000000HAB","A","1994",145.6,
"UKR","ROADACCID","DEATH","1000000HAB","A","1995",146.2,
"UKR","ROADACCID","DEATH","1000000HAB","A","1996",129.9,
"UKR","ROADACCID","DEATH","1000000HAB","A","1997",118.4,
"UKR","ROADACCID","DEATH","1000000HAB","A","1998",110.1,
"UKR","ROADACCID","DEATH","1000000HAB","A","1999",106.1,
"UKR","ROADACCID","DEATH","1000000HAB","A","2000",105.4,
"UKR","ROADACCID","DEATH","1000000HAB","A","2001",122.9,
"UKR","ROADACCID","DEATH","1000000HAB","A","2002",124.1,
"UKR","ROADACCID","DEATH","1000000HAB","A","2003",149.5,
"UKR","ROADACCID","DEATH","1000000HAB","A","2004",146.8,
"UKR","ROADACCID","DEATH","1000000HAB","A","2005",153.5,
"UKR","ROADACCID","DEATH","1000000HAB","A","2006",162.3,
"UKR","ROADACCID","DEATH","1000000HAB","A","2007",205.9,
"UKR","ROADACCID","DEATH","1000000HAB","A","2008",166.8,
"UKR","ROADACCID","DEATH","1000000HAB","A","2009",116.1,
"UKR","ROADACCID","DEATH","1000000HAB","A","2010",106.3,
"UKR","ROADACCID","DEATH","1000000HAB","A","2011",107.4,
"UKR","ROADACCID","DEATH","1000000HAB","A","2012",112.5,
"UKR","ROADACCID","DEATH","1000000HAB","A","2013",106,"P"
"ITA","ROADACCID","DEATH","1000000HAB","A","1970",206.8,
